FbID,CG number,NAME,SYMBOL,HippoRNAi_EggL_Day_1_Egg_Count,HippoRNAi_EggL_Day_1_Egg_Zscore,HippoRNAi_EggL_Day_2_Egg_Count,HippoRNAi_EggL_Day_2_Egg_Zscore,HippoRNAi_EggL_Day_3_Egg_Count,HippoRNAi_EggL_Day_3_Egg_Zscore,HippoRNAi_EggL_Day_4_Egg_Count,HippoRNAi_EggL_Day_4_Egg_Zscore,HippoRNAi_EggL_Day_5_Egg_Count,HippoRNAi_EggL_Day_5_Egg_Zscore,HippoRNAi_EggL_All_Days_Egg_Sum_Count,HippoRNAi_EggL_All_Days_Egg_Sum_Zscore,EggL_Day_1_Egg_Count,EggL_Day_1_Egg_Zscore,EggL_Day_2_Egg_Count,EggL_Day_2_Egg_Zscore,EggL_Day_3_Egg_Count,EggL_Day_3_Egg_Zscore,EggL_Day_4_Egg_Count,EggL_Day_4_Egg_Zscore,EggL_Day_5_Egg_Count,EggL_Day_5_Egg_Zscore,EggL_All_Days_Egg_Sum_Count,EggL_All_Days_Egg_Sum_Zscore,HippoRNAi_Ova_OvarioleNb_Fly_1.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_1.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.2_Count,HippoRNAi_Ova_OvarioleNb_Mean_Count,HippoRNAi_Ova_OvarioleNb_Std_Count,HippoRNAi_Ova_OvarioleNb_Mean_Zscore,PIN_betweenness_centrality,PIN_closeness_centrality,PIN_eigenvector_centrality,PIN_degree_centrality,HippoRNAi_Ova_Module,HippoRNAi_EggL_Module,EggL_Module,Core_Module,Meta_Module,HpoOva_Connector,HpoEggL_Connector,EggL_Connector,Core_Connector,FGF_pathway,VEGF_pathway,Toll_pathway,JNK_pathway,EGF_pathway,mTOR_pathway,FOXO_pathway,SHH_pathway,Hippo_pathway,JAK/STAT_pathway,Wnt_pathway,Notch_pathway,TGF B_pathway,MAPK_pathway
FBgn0026250,CG8053,eukaryotic translation initiation factor 1A,eIF1A,0.0,-1.8048,0.0,-2.8554,0.0,-1.5853,0.0,-3.1595,0.0,-2.2274,0.0,-4.6335,0.0,-1.5952,0.0,-3.865,0.0,-5.5331,0.0,-1.1749,0.0,-3.3783,0.0,-5.6078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6847,0.00015609996333479118,0.31996984284888697,0.009901572542322405,0.003198193961057285,True,False,True,False,VI,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0026252,CG7935,moleskin,msk,33.0,-2.7169,59.0,0.4533,29.0,-0.9622,21.0,-0.2522,23.0,0.1056,165.0,-1.9158,130.0,1.5437,50.0,-0.4472,39.0,0.0757,24.0,0.0,25.0,-0.2804,268.0,0.4653,20.0,21.0,23.0,15.0,18.0,21.0,23.0,24.0,20.0,18.0,22.0,23.0,21.0,20.0,21.0,26.0,20.0,19.0,24.0,18.0,20.85,2.580799549711189,0.601,0.002271507416247707,0.3350327476836143,0.005189936594962697,0.007148904148245695,False,False,False,False,,False,False,False,False,1,1,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0026317,CG6147,Tsc1,Tsc1,37.0,-2.5214,49.0,-0.255,19.0,-1.5636,8.0,-1.3451,3.0,-0.7746,116.0,-3.3424,181.0,1.716,72.0,1.024,27.0,-0.3575,53.0,2.2306,11.0,-0.9024,344.0,3.7741,20.0,21.0,19.0,24.0,17.0,23.0,18.0,16.0,15.0,15.0,21.0,21.0,24.0,20.0,24.0,21.0,19.0,16.0,13.0,24.0,19.55,3.3946552417773317,-0.3182,0.002611966565570852,0.3582718818515528,0.03076244270108344,0.015050324522622519,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0
FBgn0026320,CG5185,Twin of m4,Tom,1.0,-8.8669,18.0,-5.3501,92.0,6.9998,38.0,3.226,6.0,-1.1438,155.0,-1.6004,66.0,-0.2279,76.0,0.4867,6.0,-4.7083,43.0,1.6713,10.0,-2.4131,201.0,-0.8618,19.0,23.0,22.0,21.0,22.0,20.0,20.0,19.0,21.0,22.0,22.0,21.0,21.0,23.0,20.0,19.0,20.0,23.0,9.0,20.0,20.35,2.9784312366712355,-0.1041,2.2905958422762815e-06,0.23394476820663346,6.239590792434234e-06,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0026323,CG18492,TGF-beta activated kinase 1,Tak1,49.0,-0.0806,8.0,-1.2525,84.0,1.4319,31.0,0.2455,48.0,2.4442,220.0,0.5686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002129148885194742,0.3593093251287001,0.024876730003516867,0.013827485655159441,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FBgn0026369,CG15667,Smad anchor for receptor activation,Sara,99.0,1.6986,5.0,-2.6049,33.0,0.6892,6.0,-1.8245,11.0,-1.0495,154.0,-0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.979276781084987e-06,0.2796395771092044,0.00014656061395475233,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0026371,CG7186,Sak kinase,SAK,5.0,-5.9393,93.0,1.2114,66.0,1.6678,25.0,0.947,1.0,-2.6811,190.0,-0.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015282250306875296,0.35819887688326923,0.004079113933576724,0.007431097733044869,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0026379,CG5671,Phosphatase and tensin homolog,Pten,136.0,3.008,74.0,0.8516,41.0,1.2406,23.0,1.958,32.0,1.1994,306.0,3.9078,174.0,2.0095,52.0,-0.8875,24.0,-2.2339,34.0,1.0756,20.0,-1.4479,304.0,1.5702,29.0,29.0,30.0,24.0,28.0,23.0,24.0,23.0,24.0,28.0,27.0,23.0,29.0,24.0,28.0,23.0,27.0,24.0,26.0,24.0,25.85,2.4767338424456895,2.7592,0.0006194532023235782,0.34664977091395066,0.00887390550030491,0.007054839619979306,True,False,False,False,II,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0
FBgn0026597,CG7926,Axin,Axn,64.0,4.0788,62.0,-2.3073,62.0,3.6321,52.0,0.6652,36.0,0.2896,276.0,1.1218,79.0,-2.2031,40.0,-0.2523,33.0,3.8341,5.0,-0.647,28.0,-0.0671,185.0,-2.2242,20.0,21.0,17.0,19.0,19.0,18.0,19.0,19.0,19.0,20.0,22.0,22.0,19.0,16.0,18.0,19.0,19.0,24.0,21.0,21.0,19.6,1.8467610337532774,0.109,5.492415770671034e-05,0.316969674825781,0.0005889829869981682,0.0014109679239958613,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0026598,CG6193,Adenomatous polyposis coli 2,Apc2,30.0,-2.8635,53.0,0.0283,22.0,-1.3832,2.0,-1.8495,15.0,-0.2465,122.0,-3.1677,205.0,2.2896,64.0,0.758,28.0,-0.305,41.0,1.1245,27.0,1.4264,365.0,4.4705,16.0,18.0,15.0,20.0,18.0,20.0,21.0,21.0,20.0,19.0,19.0,20.0,18.0,20.0,20.0,20.0,21.0,21.0,20.0,19.0,19.3,1.6254554017744975,-0.495,0.00019273094610750092,0.33094339284053537,0.0010261637521703428,0.0015050324522622519,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0026760,CG7121,Tehao,Tehao,115.0,-1.1248,75.0,1.6431,12.0,-1.2744,10.0,-1.156,18.0,1.5606,230.0,-0.8555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2380044212981578,1.7657589204123466e-05,0.00018812905653278148,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0027342,CG4626,frizzled 4,fz4,110.0,2.0879,5.0,-2.6049,70.0,3.2395,11.0,-0.712,2.0,-2.0133,198.0,0.8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.198262949945772e-06,0.2623607852995662,6.785327157767584e-05,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0027343,CG16785,frizzled 3,fz3,78.0,0.8935,69.0,0.7268,52.0,-0.1161,40.0,0.7978,33.0,0.9538,272.0,2.2874,135.0,0.6166,3.0,-1.27,74.0,2.1137,4.0,-2.2859,40.0,3.3187,256.0,0.8556,21.0,21.0,18.0,17.0,18.0,18.0,16.0,18.0,19.0,17.0,22.0,18.0,15.0,17.0,17.0,18.0,19.0,20.0,16.0,19.0,18.2,1.794729124848356,-0.8118,3.793514883354898e-06,0.2724802606651819,7.873234959086185e-05,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0027363,CG6521,Signal transducing adaptor molecule,Stam,98.0,0.4593,69.0,1.1617,37.0,-0.4811,17.0,-0.5885,4.0,-0.7306,225.0,-0.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001776210989492843,0.31528311152446303,0.0009276781919822176,0.003198193961057285,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0027535,CG15110,brother of tout-velu,botv,77.0,0.9201,61.0,0.2004,46.0,1.5853,11.0,-0.712,16.0,-0.514,211.0,1.2561,94.0,0.3522,126.0,3.3497,44.0,0.5155,21.0,0.2151,14.0,-2.027,299.0,1.4521,21.0,22.0,21.0,22.0,17.0,18.0,19.0,21.0,20.0,20.0,18.0,18.0,20.0,21.0,20.0,18.0,21.0,21.0,19.0,20.0,19.85,1.4608937423083823,0.333,4.684704745201026e-05,0.29912552268371695,0.0003548281463297232,0.0009406452826639074,False,False,True,False,I,False,False,True,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FBgn0028436,CG10610,ECSIT,ECSIT,59.0,0.2831,69.0,0.6011,7.0,-1.1028,8.0,-1.3795,49.0,3.0199,192.0,0.7257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.648872187464847e-05,0.2970614259914903,0.0005447326325932875,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0028990,CG11331,Serpin 27A,Spn27A,58.0,0.2217,44.0,-0.0844,20.0,-1.6641,36.0,0.5523,28.0,0.457,186.0,-0.5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0333855183862545e-05,0.25632268712520323,4.25540312816745e-05,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0029006,CG4943,SMAD specific E3 ubiquitin protein ligase,Smurf,141.0,5.5671,78.0,0.8094,42.0,0.4549,15.0,0.0536,36.0,0.1625,312.0,2.7985,164.0,1.8024,62.0,-0.3149,44.0,0.5155,18.0,0.0165,33.0,-0.193,321.0,1.9716,18.0,22.0,19.0,22.0,20.0,17.0,22.0,19.0,22.0,17.0,21.0,21.0,22.0,19.0,20.0,21.0,17.0,20.0,22.0,19.0,20.0,1.806421294919002,-0.2863,0.0006001671437007517,0.3550278015964677,0.004183907392555779,0.0038566456589220212,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0029088,CG2019,dispatched,disp,68.0,-1.0066,62.0,0.6658,31.0,-0.8419,23.0,-0.0841,14.0,-0.2905,198.0,-0.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.182364029161523e-06,0.2806142161929405,0.00017582720301261842,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0029095,CG4276,arouser,aru,80.0,5.2442,75.0,-1.8107,28.0,0.8878,36.0,-1.4634,34.0,0.0263,253.0,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017796551893538345,0.3474949238873176,0.006920152577977104,0.006114194337315398,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0029175,CG8433,sister of tout-velu,sotv,2.0,-4.2317,3.0,-3.5134,4.0,-2.4657,0.0,-2.0176,2.0,-0.8186,11.0,-6.3994,15.0,-2.2514,9.0,-1.0705,4.0,-1.5669,4.0,-2.2859,2.0,-2.2124,34.0,-6.5068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1421,5.708004796691815e-06,0.279387722969666,0.00014647118289513433,0.0005643871695983443,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FBgn0029840,CG4320,raptor,raptor,0.0,-4.3294,0.0,-3.7259,0.0,-2.7062,0.0,-2.0176,0.0,-0.9066,0.0,-6.7197,95.0,-0.3394,43.0,0.0598,17.0,-0.8834,2.0,-2.4703,3.0,-2.0669,160.0,-2.3281,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,9.0,8.0,8.0,8.0,5.0,7.0,6.0,7.0,8.0,7.0,6.0,5.1,3.567396219860318,-10.5359,7.303481587285638e-05,0.3244782627235153,0.0017681784734891466,0.0012228388674630794,True,True,False,False,VII,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0029882,CG3226,-,CG3226,23.0,-0.954,58.0,0.3699,51.0,-0.1645,26.0,-0.0614,29.0,0.5564,187.0,-0.5223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016787236921912138,0.31246232942757696,0.0011296694861400141,0.0020694196218605963,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0030018,CG2272,slipper,slpr,85.0,-0.1759,65.0,0.8784,25.0,-1.2028,5.0,-1.5973,39.0,0.8098,219.0,-0.3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17883508755792e-05,0.2982880152104941,0.0002941375618419394,0.0009406452826639074,False,False,True,False,I,False,False,True,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0030310,CG11709,Peptidoglycan recognition protein SA,PGRP-SA,155.0,3.6804,75.0,0.9017,45.0,1.5163,11.0,-0.712,27.0,0.6639,313.0,4.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033408657418368e-05,0.22496301360438234,5.3736154308811345e-06,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0030366,CG1490,Ubiquitin-specific protease 7,Usp7,53.0,0.0708,51.0,-0.3006,26.0,0.2068,23.0,1.958,8.0,-1.3707,161.0,-0.1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015745210805428032,0.3088843767887267,0.0005266315140156516,0.0018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0030530,CG11063,Ajuba LIM protein,jub,1.0,-1.6929,0.0,-1.5121,6.0,-2.3414,2.0,-1.5343,0.0,-2.3249,9.0,-6.4061,0.0,-2.6099,5.0,-1.2035,22.0,-0.6205,12.0,-1.5485,2.0,-2.2124,41.0,-6.2747,17.0,17.0,21.0,18.0,23.0,21.0,20.0,22.0,18.0,19.0,21.0,22.0,19.0,20.0,20.0,21.0,22.0,20.0,21.0,18.0,20.0,1.7471781760734562,-0.2863,1.4336135294324642e-05,0.2952816688548913,0.0004210911637723179,0.0008465807543975168,False,True,True,False,V,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0030869,CG8146,Suppressor of Cytokine Signaling at 16D,Socs16D,102.0,1.8048,66.0,0.4508,4.0,-1.3096,43.0,6.4079,2.0,-2.0133,217.0,1.4235,58.0,-0.3936,53.0,-0.8303,42.0,0.2406,34.0,1.0756,3.0,-3.0887,190.0,-1.1216,17.0,18.0,22.0,20.0,19.0,15.0,22.0,22.0,19.0,17.0,20.0,22.0,21.0,23.0,21.0,18.0,20.0,23.0,21.0,22.0,20.1,2.221900561515559,-0.2343,5.588179958729832e-05,0.32757208304329033,0.0015155966733539836,0.0008465807543975168,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0030904,CG5988,unpaired 2,upd2,0.0,-1.7265,0.0,-1.5121,0.0,-2.6317,0.0,-1.657,0.0,-2.3249,0.0,-6.7036,0.0,-2.6099,0.0,-1.3698,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,0.0,-7.6344,12.0,16.0,0.0,0.0,11.0,17.0,15.0,13.0,10.0,13.0,19.0,23.0,12.0,14.0,11.0,10.0,18.0,12.0,11.0,14.0,12.55,5.4238750955964665,-4.3403,0.0,0.23728691151269685,9.220748681312063e-06,9.406452826639074e-05,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FBgn0030941,CG6531,wengen,wgn,83.0,1.1324,53.0,-0.2004,4.0,-1.3096,25.0,2.403,4.0,-1.7991,169.0,0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.561230084751375e-05,0.31286087831715303,0.0007113882348573336,0.0014109679239958613,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0030964,CG7103,PDGF- and VEGF-related factor 1,Pvf1,35.0,-3.4012,78.0,0.8094,30.0,-0.1516,30.0,1.3936,20.0,-1.1374,193.0,-0.2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001341995597725294,0.2883314907005976,0.0002642833755189745,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031005,CG7890,Heparan sulfate 3-O sulfotransferase-B,Hs3st-B,76.0,0.8847,67.0,0.5009,28.0,0.3446,9.0,-1.157,4.0,-1.7991,184.0,0.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2201270177782665,1.5282626035169665e-05,9.406452826639074e-05,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0031006,CG8002,rapamycin-insensitive companion of Tor,rictor,46.0,-2.4705,70.0,0.595,46.0,0.657,11.0,-0.3037,37.0,0.2437,210.0,0.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004359979132349585,0.3745442446671826,0.04579395006905156,0.018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0031030,CG14217,Tao,Tao,3.0,-1.6258,146.0,3.2253,8.0,-2.2447,34.0,0.4296,25.0,0.159,216.0,0.4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9862726519144104e-05,0.3178963750023468,0.0008979672879121837,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0031055,CG14225,eye transformer,et,13.0,-1.3448,70.0,0.6512,56.0,2.2745,30.0,3.5155,20.0,-0.0857,189.0,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.911206112056932e-06,0.2764222122294754,0.00014562086720790675,0.0004703226413319537,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0031074,CG11942,SKP1-related E,SkpE,129.0,2.7603,74.0,0.8516,24.0,0.0689,1.0,-2.937,11.0,-1.0495,239.0,2.0376,1.0,-1.5745,95.0,1.5746,20.0,-2.7837,12.0,-0.3806,21.0,-1.3513,149.0,-2.0896,23.0,21.0,18.0,20.0,20.0,18.0,20.0,19.0,20.0,23.0,21.0,21.0,21.0,21.0,19.0,20.0,21.0,19.0,21.0,21.0,20.35,1.3484884325167863,-0.1041,1.7853062681690845e-06,0.2612301159090492,4.49008882098473e-05,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FBgn0031441,CG9962,-,CG9962,161.0,3.8927,51.0,-0.3006,11.0,-0.8271,51.0,8.1879,2.0,-2.0133,276.0,3.0704,174.0,1.5487,31.0,-0.3391,40.0,0.326,37.0,0.7558,5.0,-1.7758,287.0,1.8837,16.0,16.0,20.0,19.0,19.0,22.0,20.0,22.0,19.0,19.0,23.0,19.0,17.0,22.0,21.0,20.0,20.0,22.0,19.0,20.0,19.75,1.9432745018328434,0.1561,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0031450,CG2903,Hepatocyte growth factor regulated tyrosine kinase substrate,Hrs,21.0,-3.3033,5.0,-3.3717,5.0,-2.4055,0.0,-2.0176,4.0,-0.7306,35.0,-5.7007,21.0,-2.108,19.0,-0.7381,8.0,-1.3566,17.0,-1.0877,13.0,-0.6113,78.0,-5.0476,19.0,19.0,21.0,24.0,21.0,25.0,22.0,19.0,22.0,21.0,20.0,23.0,19.0,20.0,19.0,17.0,20.0,22.0,18.0,17.0,20.4,2.161870535098324,-0.0781,0.0008203637428820506,0.3326552050030865,0.0025072933610954693,0.0050794845263851,False,True,True,False,V,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0031458,CG2855,anterior pharynx defective 1,aph-1,30.0,-3.8242,24.0,-0.6379,2.0,-1.5667,17.0,0.2323,11.0,-1.8686,84.0,-3.1314,38.0,-1.7235,33.0,-1.9836,50.0,4.1317,26.0,0.4616,5.0,-2.6255,152.0,-0.9377,19.0,18.0,14.0,16.0,17.0,16.0,19.0,19.0,18.0,16.0,18.0,21.0,19.0,13.0,19.0,18.0,19.0,19.0,18.0,15.0,17.55,1.9861361590045286,-1.4766,3.922720871280352e-05,0.2893201462029313,0.00024122282263372782,0.0010347098109302981,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0031463,CG15400,Glucose-6-Phosphatase,G6P,62.0,0.3893,72.0,0.7514,35.0,0.8271,26.0,2.6255,16.0,-0.514,211.0,1.2561,136.0,1.2223,55.0,-0.7157,43.0,0.378,31.0,0.877,31.0,-0.3861,296.0,1.3813,18.0,21.0,20.0,23.0,21.0,19.0,21.0,20.0,20.0,16.0,22.0,20.0,22.0,25.0,18.0,21.0,19.0,21.0,20.0,21.0,20.4,1.9303667499917432,-0.0781,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0031872,CG9211,interference hedgehog,ihog,102.0,1.8048,84.0,1.3525,30.0,0.4825,13.0,-0.267,36.0,1.6277,265.0,2.7634,158.0,1.1663,35.0,-0.2061,41.0,0.3786,42.0,1.2167,22.0,0.6987,298.0,2.2485,20.0,18.0,20.0,18.0,19.0,20.0,20.0,19.0,17.0,19.0,18.0,21.0,18.0,19.0,20.0,21.0,17.0,19.0,20.0,19.0,19.1,1.1652874052533588,-0.2498,0.00011858875092370108,0.3184242348165281,0.001668399731361106,0.002916000376258113,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0031888,CG13780,PDGF- and VEGF-related factor 2,Pvf2,35.0,-5.2259,58.0,3.4205,62.0,3.7591,24.0,0.2547,4.0,-1.3924,183.0,-0.3693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7819007082538174e-05,0.28871823738271224,0.00029350848396513137,0.0010347098109302981,False,False,False,False,,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031902,CG4969,Wnt oncogene analog 6,Wnt6,86.0,0.9137,67.0,0.5146,41.0,0.4043,4.0,-0.9291,24.0,-0.8124,222.0,0.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.501169064346952e-05,0.2956541439095101,0.0004051097018124148,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0031903,CG4971,Wnt oncogene analog 10,Wnt10,76.0,0.8847,82.0,1.2524,34.0,0.7582,3.0,-2.492,45.0,2.5915,240.0,2.0655,108.0,1.7372,54.0,0.4959,38.0,0.6682,31.0,1.3679,39.0,2.7628,270.0,2.0164,20.0,20.0,18.0,19.0,19.0,22.0,15.0,19.0,15.0,21.0,17.0,20.0,17.0,19.0,19.0,19.0,18.0,19.0,17.0,18.0,18.55,1.7614288458371987,-0.5933,1.0317071921730275e-07,0.24301105778138934,3.87675563159422e-05,0.00018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0031959,CG7104,spatzle 3,spz3,38.0,-0.4601,73.0,0.8015,21.0,-0.1378,7.0,-1.602,2.0,-2.0133,141.0,-0.6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.479685814522289e-05,0.2885365741048274,0.00029539744889202547,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0032006,CG8222,PDGF- and VEGF-receptor related,Pvr,166.0,3.8494,65.0,0.597,75.0,0.9966,62.0,2.148,32.0,0.8545,400.0,6.5185,167.0,1.3814,69.0,0.9243,15.0,-0.9885,42.0,1.2167,6.0,-1.6302,299.0,2.2817,16.0,19.0,19.0,16.0,19.0,19.0,18.0,18.0,18.0,20.0,18.0,20.0,18.0,19.0,19.0,23.0,20.0,19.0,18.0,21.0,18.85,1.5652475842498519,-0.8132,0.0008751472023152767,0.33832128082847995,0.0025622926150270123,0.005455742639450663,False,True,False,False,III,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0032061,CG9314,-,CG9314,99.0,1.6986,78.0,1.052,15.0,-0.5514,16.0,0.4005,14.0,-0.7282,222.0,1.5631,84.0,0.145,87.0,1.1166,17.0,-3.1961,30.0,0.8108,20.0,-1.4479,238.0,0.0118,18.0,16.0,17.0,13.0,19.0,15.0,20.0,22.0,16.0,19.0,16.0,18.0,19.0,17.0,19.0,17.0,16.0,19.0,15.0,17.0,17.4,2.0621909656836745,-1.6399,1.6031548941961673e-05,0.27238174499839524,0.00010078373177140504,0.0004703226413319537,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
